case_id,image_path,source,label,split,notes
30,data/brutes_kaggle/ABNORMAL-LUNG_00030_suspected_opacity_030.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00030_suspected_opacity_030.jpg
31,data/brutes_kaggle/ABNORMAL-LUNG_00031_suspected_opacity_031.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00031_suspected_opacity_031.jpg
32,data/brutes_kaggle/ABNORMAL-LUNG_00032_suspected_opacity_032.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00032_suspected_opacity_032.jpg
33,data/brutes_kaggle/ABNORMAL-LUNG_00033_suspected_opacity_033.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00033_suspected_opacity_033.jpg
34,data/brutes_kaggle/ABNORMAL-LUNG_00034_suspected_opacity_036.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00034_suspected_opacity_036.jpg
35,data/brutes_kaggle/ABNORMAL-LUNG_00035_suspected_opacity_037.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00035_suspected_opacity_037.jpg
36,data/brutes_kaggle/ABNORMAL-LUNG_00036_suspected_opacity_038.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00036_suspected_opacity_038.jpg
37,data/brutes_kaggle/ABNORMAL-LUNG_00037_suspected_opacity_039.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00037_suspected_opacity_039.jpg
38,data/brutes_kaggle/ABNORMAL-LUNG_00038_suspected_opacity_041.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00038_suspected_opacity_041.jpg
39,data/brutes_kaggle/ABNORMAL-LUNG_00039_suspected_opacity_043.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00039_suspected_opacity_043.jpg
40,data/brutes_kaggle/ABNORMAL-LUNG_00040_suspected_opacity_046.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00040_suspected_opacity_046.jpg
41,data/brutes_kaggle/ABNORMAL-LUNG_00041_suspected_opacity_047.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00041_suspected_opacity_047.jpg
42,data/brutes_kaggle/ABNORMAL-LUNG_00042_suspected_opacity_048.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00042_suspected_opacity_048.jpg
43,data/brutes_kaggle/ABNORMAL-LUNG_00043_suspected_opacity_049.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00043_suspected_opacity_049.jpg
44,data/brutes_kaggle/ABNORMAL-LUNG_00044_suspected_opacity_051.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00044_suspected_opacity_051.jpg
45,data/brutes_kaggle/ABNORMAL-LUNG_00045_suspected_opacity_052.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00045_suspected_opacity_052.jpg
46,data/brutes_kaggle/ABNORMAL-LUNG_00046_suspected_opacity_053.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00046_suspected_opacity_053.jpg
47,data/brutes_kaggle/ABNORMAL-LUNG_00047_suspected_opacity_054.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00047_suspected_opacity_054.jpg
48,data/brutes_kaggle/ABNORMAL-LUNG_00048_suspected_opacity_055.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00048_suspected_opacity_055.jpg
49,data/brutes_kaggle/ABNORMAL-LUNG_00049_suspected_opacity_056.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00049_suspected_opacity_056.jpg
50,data/brutes_kaggle/ABNORMAL-LUNG_00050_suspected_opacity_057.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00050_suspected_opacity_057.jpg
51,data/brutes_kaggle/ABNORMAL-LUNG_00051_suspected_opacity_058.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00051_suspected_opacity_058.jpg
52,data/brutes_kaggle/ABNORMAL-LUNG_00052_suspected_opacity_059.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00052_suspected_opacity_059.jpg
53,data/brutes_kaggle/ABNORMAL-LUNG_00053_suspected_opacity_060.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00053_suspected_opacity_060.jpg
54,data/brutes_kaggle/ABNORMAL-LUNG_00054_suspected_opacity_061.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00054_suspected_opacity_061.jpg
55,data/brutes_kaggle/ABNORMAL-LUNG_00055_suspected_opacity_062.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00055_suspected_opacity_062.jpg
56,data/brutes_kaggle/ABNORMAL-LUNG_00056_suspected_opacity_063.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00056_suspected_opacity_063.jpg
57,data/brutes_kaggle/ABNORMAL-LUNG_00057_suspected_opacity_064.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00057_suspected_opacity_064.jpg
58,data/brutes_kaggle/ABNORMAL-LUNG_00058_suspected_opacity_065.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00058_suspected_opacity_065.jpg
59,data/brutes_kaggle/ABNORMAL-LUNG_00059_suspected_opacity_066.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00059_suspected_opacity_066.jpg
60,data/brutes_kaggle/ABNORMAL-LUNG_00060_suspected_opacity_067.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00060_suspected_opacity_067.jpg
61,data/brutes_kaggle/ABNORMAL-LUNG_00061_suspected_opacity_068.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00061_suspected_opacity_068.jpg
62,data/brutes_kaggle/ABNORMAL-LUNG_00062_suspected_opacity_069.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00062_suspected_opacity_069.jpg
63,data/brutes_kaggle/ABNORMAL-LUNG_00063_suspected_opacity_070.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00063_suspected_opacity_070.jpg
64,data/brutes_kaggle/ABNORMAL-LUNG_00064_suspected_opacity_071.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00064_suspected_opacity_071.jpg
65,data/brutes_kaggle/ABNORMAL-LUNG_00065_suspected_opacity_072.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00065_suspected_opacity_072.jpg
66,data/brutes_kaggle/ABNORMAL-LUNG_00066_suspected_opacity_073.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00066_suspected_opacity_073.jpg
67,data/brutes_kaggle/ABNORMAL-LUNG_00067_suspected_opacity_074.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00067_suspected_opacity_074.jpg
68,data/brutes_kaggle/ABNORMAL-LUNG_00068_suspected_opacity_075.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00068_suspected_opacity_075.jpg
69,data/brutes_kaggle/ABNORMAL-LUNG_00069_suspected_opacity_076.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00069_suspected_opacity_076.jpg
70,data/brutes_kaggle/ABNORMAL-LUNG_00070_suspected_opacity_077.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00070_suspected_opacity_077.jpg
71,data/brutes_kaggle/ABNORMAL-LUNG_00071_suspected_opacity_078.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00071_suspected_opacity_078.jpg
72,data/brutes_kaggle/ABNORMAL-LUNG_00072_suspected_opacity_079.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00072_suspected_opacity_079.jpg
73,data/brutes_kaggle/ABNORMAL-LUNG_00073_suspected_opacity_080.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00073_suspected_opacity_080.jpg
74,data/brutes_kaggle/ABNORMAL-LUNG_00074_suspected_opacity_081.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00074_suspected_opacity_081.jpg
75,data/brutes_kaggle/ABNORMAL-LUNG_00075_suspected_opacity_082.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00075_suspected_opacity_082.jpg
76,data/brutes_kaggle/ABNORMAL-LUNG_00076_suspected_opacity_083.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00076_suspected_opacity_083.jpg
77,data/brutes_kaggle/ABNORMAL-LUNG_00077_suspected_opacity_084.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00077_suspected_opacity_084.jpg
78,data/brutes_kaggle/ABNORMAL-LUNG_00078_suspected_opacity_085.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00078_suspected_opacity_085.jpg
79,data/brutes_kaggle/ABNORMAL-LUNG_00079_suspected_opacity_086.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00079_suspected_opacity_086.jpg
80,data/brutes_kaggle/ABNORMAL-LUNG_00080_suspected_opacity_087.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00080_suspected_opacity_087.jpg
81,data/brutes_kaggle/ABNORMAL-LUNG_00081_suspected_opacity_088.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00081_suspected_opacity_088.jpg
82,data/brutes_kaggle/ABNORMAL-LUNG_00082_suspected_opacity_089.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00082_suspected_opacity_089.jpg
83,data/brutes_kaggle/ABNORMAL-LUNG_00083_suspected_opacity_090.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00083_suspected_opacity_090.jpg
84,data/brutes_kaggle/ABNORMAL-LUNG_00084_suspected_opacity_091.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00084_suspected_opacity_091.jpg
85,data/brutes_kaggle/ABNORMAL-LUNG_00085_suspected_opacity_092.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00085_suspected_opacity_092.jpg
86,data/brutes_kaggle/ABNORMAL-LUNG_00086_suspected_opacity_093.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00086_suspected_opacity_093.jpg
87,data/brutes_kaggle/ABNORMAL-LUNG_00087_suspected_opacity_094.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00087_suspected_opacity_094.jpg
88,data/brutes_kaggle/ABNORMAL-LUNG_00088_suspected_opacity_095.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00088_suspected_opacity_095.jpg
89,data/brutes_kaggle/ABNORMAL-LUNG_00089_suspected_opacity_096.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00089_suspected_opacity_096.jpg
90,data/brutes_kaggle/ABNORMAL-LUNG_00090_suspected_opacity_097.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00090_suspected_opacity_097.jpg
91,data/brutes_kaggle/ABNORMAL-LUNG_00091_suspected_opacity_098.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00091_suspected_opacity_098.jpg
92,data/brutes_kaggle/ABNORMAL-LUNG_00092_suspected_opacity_099.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00092_suspected_opacity_099.jpg
93,data/brutes_kaggle/ABNORMAL-LUNG_00093_suspected_opacity_100.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00093_suspected_opacity_100.jpg
94,data/brutes_kaggle/ABNORMAL-LUNG_00094_suspected_opacity_101.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00094_suspected_opacity_101.jpg
95,data/brutes_kaggle/ABNORMAL-LUNG_00095_suspected_opacity_102.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00095_suspected_opacity_102.jpg
96,data/brutes_kaggle/ABNORMAL-LUNG_00096_suspected_opacity_103.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00096_suspected_opacity_103.jpg
97,data/brutes_kaggle/ABNORMAL-LUNG_00097_suspected_opacity_104.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00097_suspected_opacity_104.jpg
98,data/brutes_kaggle/ABNORMAL-LUNG_00098_suspected_opacity_105.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00098_suspected_opacity_105.jpg
99,data/brutes_kaggle/ABNORMAL-LUNG_00099_suspected_opacity_106.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00099_suspected_opacity_106.jpg
100,data/brutes_kaggle/ABNORMAL-LUNG_00100_suspected_opacity_107.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00100_suspected_opacity_107.jpg
101,data/brutes_kaggle/ABNORMAL-LUNG_00101_suspected_opacity_108.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00101_suspected_opacity_108.jpg
102,data/brutes_kaggle/ABNORMAL-LUNG_00102_suspected_opacity_109.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00102_suspected_opacity_109.jpg
103,data/brutes_kaggle/ABNORMAL-LUNG_00103_suspected_opacity_110.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00103_suspected_opacity_110.jpg
104,data/brutes_kaggle/ABNORMAL-LUNG_00104_suspected_opacity_111.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00104_suspected_opacity_111.jpg
105,data/brutes_kaggle/ABNORMAL-LUNG_00105_suspected_opacity_112.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00105_suspected_opacity_112.jpg
106,data/brutes_kaggle/ABNORMAL-LUNG_00106_suspected_opacity_113.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00106_suspected_opacity_113.jpg
107,data/brutes_kaggle/ABNORMAL-LUNG_00107_suspected_opacity_114.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00107_suspected_opacity_114.jpg
108,data/brutes_kaggle/ABNORMAL-LUNG_00108_suspected_opacity_115.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00108_suspected_opacity_115.jpg
109,data/brutes_kaggle/ABNORMAL-LUNG_00109_suspected_opacity_116.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00109_suspected_opacity_116.jpg
110,data/brutes_kaggle/ABNORMAL-LUNG_00110_suspected_opacity_117.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00110_suspected_opacity_117.jpg
111,data/brutes_kaggle/ABNORMAL-LUNG_00111_suspected_opacity_118.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00111_suspected_opacity_118.jpg
112,data/brutes_kaggle/ABNORMAL-LUNG_00112_suspected_opacity_119.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00112_suspected_opacity_119.jpg
113,data/brutes_kaggle/ABNORMAL-LUNG_00113_suspected_opacity_120.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00113_suspected_opacity_120.jpg
114,data/brutes_kaggle/ABNORMAL-LUNG_00114_suspected_opacity_121.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00114_suspected_opacity_121.jpg
115,data/brutes_kaggle/ABNORMAL-LUNG_00115_suspected_opacity_122.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00115_suspected_opacity_122.jpg
116,data/brutes_kaggle/ABNORMAL-LUNG_00116_suspected_opacity_123.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00116_suspected_opacity_123.jpg
117,data/brutes_kaggle/ABNORMAL-LUNG_00117_suspected_opacity_125.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00117_suspected_opacity_125.jpg
118,data/brutes_kaggle/ABNORMAL-LUNG_00118_suspected_opacity_126.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00118_suspected_opacity_126.jpg
119,data/brutes_kaggle/ABNORMAL-LUNG_00119_suspected_opacity_127.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00119_suspected_opacity_127.jpg
120,data/brutes_kaggle/ABNORMAL-LUNG_00120_suspected_opacity_128.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00120_suspected_opacity_128.jpg
121,data/brutes_kaggle/ABNORMAL-LUNG_00121_suspected_opacity_130.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00121_suspected_opacity_130.jpg
122,data/brutes_kaggle/ABNORMAL-LUNG_00122_suspected_opacity_131.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00122_suspected_opacity_131.jpg
123,data/brutes_kaggle/ABNORMAL-LUNG_00123_suspected_opacity_132.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00123_suspected_opacity_132.jpg
124,data/brutes_kaggle/ABNORMAL-LUNG_00124_suspected_opacity_133.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00124_suspected_opacity_133.jpg
125,data/brutes_kaggle/ABNORMAL-LUNG_00125_suspected_opacity_134.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00125_suspected_opacity_134.jpg
126,data/brutes_kaggle/ABNORMAL-LUNG_00126_suspected_opacity_135.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00126_suspected_opacity_135.jpg
127,data/brutes_kaggle/ABNORMAL-LUNG_00127_suspected_opacity_136.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00127_suspected_opacity_136.jpg
128,data/brutes_kaggle/ABNORMAL-LUNG_00128_suspected_opacity_137.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00128_suspected_opacity_137.jpg
129,data/brutes_kaggle/ABNORMAL-LUNG_00129_suspected_opacity_138.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00129_suspected_opacity_138.jpg
130,data/brutes_kaggle/ABNORMAL-LUNG_00130_suspected_opacity_139.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00130_suspected_opacity_139.jpg
131,data/brutes_kaggle/ABNORMAL-LUNG_00131_suspected_opacity_140.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00131_suspected_opacity_140.jpg
132,data/brutes_kaggle/ABNORMAL-LUNG_00132_suspected_opacity_141.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00132_suspected_opacity_141.jpg
133,data/brutes_kaggle/ABNORMAL-LUNG_00133_suspected_opacity_142.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00133_suspected_opacity_142.jpg
134,data/brutes_kaggle/ABNORMAL-LUNG_00134_suspected_opacity_143.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,Importé depuis ABNORMAL-LUNG_00134_suspected_opacity_143.jpg
