case_id,image_path,source,label,split,quality,notes
NORMAL-LUNG_00078,data/normal_lung_probe/NORMAL-LUNG_00078_normal_102.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 102.JPG
NORMAL-LUNG_00079,data/normal_lung_probe/NORMAL-LUNG_00079_normal_103.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 103.JPG
NORMAL-LUNG_00080,data/normal_lung_probe/NORMAL-LUNG_00080_normal_104.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 104.JPG
NORMAL-LUNG_00081,data/normal_lung_probe/NORMAL-LUNG_00081_normal_105.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 105.JPG
NORMAL-LUNG_00082,data/normal_lung_probe/NORMAL-LUNG_00082_normal_106.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 106.JPG
NORMAL-LUNG_00083,data/normal_lung_probe/NORMAL-LUNG_00083_normal_107.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 107.JPG
NORMAL-LUNG_00084,data/normal_lung_probe/NORMAL-LUNG_00084_normal_108.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 108.JPG
NORMAL-LUNG_00085,data/normal_lung_probe/NORMAL-LUNG_00085_normal_109.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 109.JPG
NORMAL-LUNG_00086,data/normal_lung_probe/NORMAL-LUNG_00086_normal_110.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 110.JPG
NORMAL-LUNG_00087,data/normal_lung_probe/NORMAL-LUNG_00087_normal_111.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 111.JPG
NORMAL-LUNG_00088,data/normal_lung_probe/NORMAL-LUNG_00088_normal_112.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 112.JPG
NORMAL-LUNG_00089,data/normal_lung_probe/NORMAL-LUNG_00089_normal_113.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 113.JPG
NORMAL-LUNG_00090,data/normal_lung_probe/NORMAL-LUNG_00090_normal_114.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 114.JPG
NORMAL-LUNG_00091,data/normal_lung_probe/NORMAL-LUNG_00091_normal_115.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 115.JPG
NORMAL-LUNG_00092,data/normal_lung_probe/NORMAL-LUNG_00092_normal_116.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 116.JPG
NORMAL-LUNG_00093,data/normal_lung_probe/NORMAL-LUNG_00093_normal_118.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 118.JPG
NORMAL-LUNG_00094,data/normal_lung_probe/NORMAL-LUNG_00094_normal_119.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 119.JPG
NORMAL-LUNG_00095,data/normal_lung_probe/NORMAL-LUNG_00095_normal_120.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 120.JPG
NORMAL-LUNG_00096,data/normal_lung_probe/NORMAL-LUNG_00096_normal_121.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 121.JPG
NORMAL-LUNG_00097,data/normal_lung_probe/NORMAL-LUNG_00097_normal_122.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 122.JPG
NORMAL-LUNG_00098,data/normal_lung_probe/NORMAL-LUNG_00098_normal_123.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 123.JPG
NORMAL-LUNG_00099,data/normal_lung_probe/NORMAL-LUNG_00099_normal_124.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 124.JPG
NORMAL-LUNG_00100,data/normal_lung_probe/NORMAL-LUNG_00100_normal_125.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 125.JPG
NORMAL-LUNG_00101,data/normal_lung_probe/NORMAL-LUNG_00101_normal_126.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 126.JPG
NORMAL-LUNG_00102,data/normal_lung_probe/NORMAL-LUNG_00102_normal_127.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 127.JPG
NORMAL-LUNG_00103,data/normal_lung_probe/NORMAL-LUNG_00103_normal_128.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 128.JPG
NORMAL-LUNG_00104,data/normal_lung_probe/NORMAL-LUNG_00104_normal_129.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 129.JPG
NORMAL-LUNG_00105,data/normal_lung_probe/NORMAL-LUNG_00105_normal_130.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 130.JPG
NORMAL-LUNG_00106,data/normal_lung_probe/NORMAL-LUNG_00106_normal_131.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 131.JPG
NORMAL-LUNG_00107,data/normal_lung_probe/NORMAL-LUNG_00107_normal_132.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 132.JPG
NORMAL-LUNG_00108,data/normal_lung_probe/NORMAL-LUNG_00108_normal_133.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 133.JPG
NORMAL-LUNG_00109,data/normal_lung_probe/NORMAL-LUNG_00109_normal_134.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 134.JPG
NORMAL-LUNG_00110,data/normal_lung_probe/NORMAL-LUNG_00110_normal_135.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 135.JPG
NORMAL-LUNG_00111,data/normal_lung_probe/NORMAL-LUNG_00111_normal_137.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 137.JPG
NORMAL-LUNG_00112,data/normal_lung_probe/NORMAL-LUNG_00112_normal_139.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 139.JPG
NORMAL-LUNG_00113,data/normal_lung_probe/NORMAL-LUNG_00113_normal_140.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 140.JPG
NORMAL-LUNG_00114,data/normal_lung_probe/NORMAL-LUNG_00114_normal_141.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 141.JPG
NORMAL-LUNG_00115,data/normal_lung_probe/NORMAL-LUNG_00115_normal_142.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 142.JPG
NORMAL-LUNG_00116,data/normal_lung_probe/NORMAL-LUNG_00116_normal_143.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 143.JPG
NORMAL-LUNG_00117,data/normal_lung_probe/NORMAL-LUNG_00117_normal_144.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 144.JPG
NORMAL-LUNG_00118,data/normal_lung_probe/NORMAL-LUNG_00118_normal_145.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 145.JPG
NORMAL-LUNG_00119,data/normal_lung_probe/NORMAL-LUNG_00119_normal_146.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 146.JPG
NORMAL-LUNG_00120,data/normal_lung_probe/NORMAL-LUNG_00120_normal_147.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 147.JPG
NORMAL-LUNG_00121,data/normal_lung_probe/NORMAL-LUNG_00121_normal_148.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 148.JPG
NORMAL-LUNG_00122,data/normal_lung_probe/NORMAL-LUNG_00122_normal_149.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 149.JPG
NORMAL-LUNG_00123,data/normal_lung_probe/NORMAL-LUNG_00123_normal_150.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 150.JPG
NORMAL-LUNG_00124,data/normal_lung_probe/NORMAL-LUNG_00124_normal_151.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 151.JPG
NORMAL-LUNG_00125,data/normal_lung_probe/NORMAL-LUNG_00125_normal_152.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 152.JPG
NORMAL-LUNG_00126,data/normal_lung_probe/NORMAL-LUNG_00126_normal_153.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 153.JPG
NORMAL-LUNG_00127,data/normal_lung_probe/NORMAL-LUNG_00127_normal_154.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 154.JPG
NORMAL-LUNG_00128,data/normal_lung_probe/NORMAL-LUNG_00128_normal_155.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 155.JPG
NORMAL-LUNG_00129,data/normal_lung_probe/NORMAL-LUNG_00129_normal_156.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 156.JPG
NORMAL-LUNG_00130,data/normal_lung_probe/NORMAL-LUNG_00130_normal_157.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 157.JPG
NORMAL-LUNG_00131,data/normal_lung_probe/NORMAL-LUNG_00131_normal_158.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 158.JPG
NORMAL-LUNG_00132,data/normal_lung_probe/NORMAL-LUNG_00132_normal_159.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 159.JPG
NORMAL-LUNG_00133,data/normal_lung_probe/NORMAL-LUNG_00133_normal_160.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 160.JPG
NORMAL-LUNG_00134,data/normal_lung_probe/NORMAL-LUNG_00134_normal_161.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 161.JPG
NORMAL-LUNG_00135,data/normal_lung_probe/NORMAL-LUNG_00135_normal_162.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 162.JPG
NORMAL-LUNG_00136,data/normal_lung_probe/NORMAL-LUNG_00136_normal_163.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 163.JPG
NORMAL-LUNG_00137,data/normal_lung_probe/NORMAL-LUNG_00137_normal_164.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 164.JPG
NORMAL-LUNG_00138,data/normal_lung_probe/NORMAL-LUNG_00138_normal_165.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 165.JPG
NORMAL-LUNG_00139,data/normal_lung_probe/NORMAL-LUNG_00139_normal_166.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 166.JPG
NORMAL-LUNG_00140,data/normal_lung_probe/NORMAL-LUNG_00140_normal_167.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 167.JPG
NORMAL-LUNG_00141,data/normal_lung_probe/NORMAL-LUNG_00141_normal_169.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 169.JPG
NORMAL-LUNG_00142,data/normal_lung_probe/NORMAL-LUNG_00142_normal_170.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 170.JPG
NORMAL-LUNG_00143,data/normal_lung_probe/NORMAL-LUNG_00143_normal_171.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 171.JPG
NORMAL-LUNG_00144,data/normal_lung_probe/NORMAL-LUNG_00144_normal_172.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 172.JPG
NORMAL-LUNG_00145,data/normal_lung_probe/NORMAL-LUNG_00145_normal_173.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 173.JPG
NORMAL-LUNG_00146,data/normal_lung_probe/NORMAL-LUNG_00146_normal_174.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 174.JPG
NORMAL-LUNG_00147,data/normal_lung_probe/NORMAL-LUNG_00147_normal_175.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 175.JPG
NORMAL-LUNG_00148,data/normal_lung_probe/NORMAL-LUNG_00148_normal_176.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 176.JPG
NORMAL-LUNG_00149,data/normal_lung_probe/NORMAL-LUNG_00149_normal_177.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 177.JPG
NORMAL-LUNG_00150,data/normal_lung_probe/NORMAL-LUNG_00150_normal_178.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 178.JPG
NORMAL-LUNG_00151,data/normal_lung_probe/NORMAL-LUNG_00151_normal_180.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 180.JPG
NORMAL-LUNG_00152,data/normal_lung_probe/NORMAL-LUNG_00152_normal_181.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 181.JPG
NORMAL-LUNG_00153,data/normal_lung_probe/NORMAL-LUNG_00153_normal_182.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 182.JPG
NORMAL-LUNG_00154,data/normal_lung_probe/NORMAL-LUNG_00154_normal_183.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 183.JPG
NORMAL-LUNG_00155,data/normal_lung_probe/NORMAL-LUNG_00155_normal_184.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 184.JPG
NORMAL-LUNG_00156,data/normal_lung_probe/NORMAL-LUNG_00156_normal_185.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 185.JPG
NORMAL-LUNG_00157,data/normal_lung_probe/NORMAL-LUNG_00157_normal_186.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 186.JPG
NORMAL-LUNG_00158,data/normal_lung_probe/NORMAL-LUNG_00158_normal_187.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 187.JPG
NORMAL-LUNG_00159,data/normal_lung_probe/NORMAL-LUNG_00159_normal_189.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 189.JPG
NORMAL-LUNG_00160,data/normal_lung_probe/NORMAL-LUNG_00160_normal_190.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 190.JPG
NORMAL-LUNG_00161,data/normal_lung_probe/NORMAL-LUNG_00161_normal_191.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 191.JPG
NORMAL-LUNG_00162,data/normal_lung_probe/NORMAL-LUNG_00162_normal_192.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 192.JPG
NORMAL-LUNG_00163,data/normal_lung_probe/NORMAL-LUNG_00163_normal_193.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 193.JPG
NORMAL-LUNG_00164,data/normal_lung_probe/NORMAL-LUNG_00164_normal_194.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 194.JPG
NORMAL-LUNG_00165,data/normal_lung_probe/NORMAL-LUNG_00165_normal_195.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 195.JPG
NORMAL-LUNG_00166,data/normal_lung_probe/NORMAL-LUNG_00166_normal_196.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 196.JPG
NORMAL-LUNG_00167,data/normal_lung_probe/NORMAL-LUNG_00167_normal_197.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 197.JPG
NORMAL-LUNG_00168,data/normal_lung_probe/NORMAL-LUNG_00168_normal_198.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 198.JPG
NORMAL-LUNG_00169,data/normal_lung_probe/NORMAL-LUNG_00169_normal_199.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 199.JPG
NORMAL-LUNG_00170,data/normal_lung_probe/NORMAL-LUNG_00170_normal_200.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 200.JPG
NORMAL-LUNG_00171,data/normal_lung_probe/NORMAL-LUNG_00171_normal_201.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 201.JPG
NORMAL-LUNG_00172,data/normal_lung_probe/NORMAL-LUNG_00172_normal_202.jpg,fkarimovv/normal-lung,normal,external,unknown,Imported from 202.JPG
